country	sex	year	BMI
Congo, Rep.	male	2006	21.72486
Cook Islands	male	2006	32.1719
Costa Rica	male	2006	26.23096
Cote d'Ivoire	male	2006	22.41761
Croatia	male	2006	26.39597
Cuba	male	2006	24.79302
Cyprus	male	2006	27.24326
Czech Rep.	male	2006	27.73361
Denmark	male	2006	25.92875
Djibouti	male	2006	23.15419
Dominica	male	2006	24.43348
Dominican Rep.	male	2006	24.90856
Ecuador	male	2006	25.41453
Egypt	male	2006	26.56054
El Salvador	male	2006	26.12564
Equatorial Guinea	male	2006	23.43077
Eritrea	male	2006	20.86087
Estonia	male	2006	25.98743
Ethiopia	male	2006	20.08834
Fiji	male	2006	26.22081
Finland	male	2006	26.55016
France	male	2006	25.72756
French Polynesia	male	2006	30.49157
Gabon	male	2006	23.89335
Gambia	male	2006	21.44274
Georgia	male	2006	25.27708
Germany	male	2006	27.02184
Ghana	male	2006	22.6204
Greece	male	2006	26.16494
Greenland	male	2006	25.88646
Grenada	male	2006	24.98739
Guatemala	male	2006	25.12426
Guinea	male	2006	22.35562
Guinea-Bissau	male	2006	21.54966
Guyana	male	2006	23.61695
Haiti	male	2006	23.50879
Honduras	male	2006	24.92453
Hong Kong, China	male	2006	24.8309
Hungary	male	2006	26.90203
Iceland	male	2006	26.97796
India	male	2006	20.91145
Indonesia	male	2006	21.64688
Iran	male	2006	25.17429
Iraq	male	2006	26.58597
Ireland	male	2006	27.48572
Israel	male	2006	26.91824
Italy	male	2006	26.33693
Jamaica	male	2006	23.82337
Japan	male	2006	23.39421
Jordan	male	2006	27.2759
Kazakhstan	male	2006	25.93951
Kenya	male	2006	21.44531
Kiribati	male	2006	28.95385
Korea, Dem. Rep.	male	2006	22.00708
Korea, Rep.	male	2006	23.85106
Kuwait	male	2006	28.83975
Kyrgyzstan	male	2006	24.58982
Laos	male	2006	20.88963
Latvia	male	2006	26.19151
Lebanon	male	2006	26.98947
Lesotho	male	2006	21.63691
Liberia	male	2006	21.7985
Libya	male	2006	26.35506
Lithuania	male	2006	26.61939
Luxembourg	male	2006	27.22776
Macao, China	male	2006	25.3832
Macedonia, FYR	male	2006	26.1574
Madagascar	male	2006	21.29165
Malawi	male	2006	21.82693
Malaysia	male	2006	24.503
Maldives	male	2006	22.9319
Mali	male	2006	21.5978
Malta	male	2006	27.5412
Marshall Islands	male	2006	29.04784
Mauritania	male	2006	22.44672
Mauritius	male	2006	24.92287
Mexico	male	2006	27.23219
Micronesia, Fed. Sts.	male	2006	27.88686
Moldova	male	2006	24.07066
Mongolia	male	2006	24.56507
Montenegro	male	2006	26.34725
Morocco	male	2006	25.42322
Mozambique	male	2006	21.70539
Myanmar	male	2006	21.18272
Namibia	male	2006	22.34933
Nauru	male	2006	33.49282
Nepal	male	2006	20.73895
Netherlands	male	2006	25.81805
Netherlands Antilles	male	2006	27.46039
New Zealand	male	2006	27.51091
Nicaragua	male	2006	25.59272
Niger	male	2006	21.08073
Nigeria	male	2006	22.79538
Norway	male	2006	26.72222
Oman	male	2006	26.00377
Pakistan	male	2006	22.2003
Palau	male	2006	29.96297
Panama	male	2006	25.99121
Papua New Guinea	male	2006	24.83114
Paraguay	male	2006	25.33655
Peru	male	2006	24.58439
Philippines	male	2006	22.73129
Poland	male	2006	26.47001
Portugal	male	2006	26.53228
Puerto Rico	male	2006	28.08172
Qatar	male	2006	27.83362
Romania	male	2006	25.17666
Russia	male	2006	25.69557
Rwanda	male	2006	22.35369
Saint Kitts and Nevis	male	2006	27.94909
Saint Lucia	male	2006	24.48682
Saint Vincent and the Grenadines	male	2006	25.18827
Samoa	male	2006	30.0889
Sao Tome and Principe	male	2006	23.23616
Saudi Arabia	male	2006	27.64713
Senegal	male	2006	21.75457
Serbia	male	2006	26.33689
Seychelles	male	2006	25.26795
Sierra Leone	male	2006	22.30192
Singapore	male	2006	23.81831
Slovak Republic	male	2006	26.71742
Slovenia	male	2006	27.25763
Solomon Islands	male	2006	26.92452
Somalia	male	2006	21.82666
South Africa	male	2006	26.17266
Spain	male	2006	27.29197
Sri Lanka	male	2006	21.81124
Sudan	male	2006	22.16048
Suriname	male	2006	25.23747
Swaziland	male	2006	22.94034
Sweden	male	2006	26.2098
Switzerland	male	2006	26.07963
Syria	male	2006	26.76554
Taiwan	male	2006	24.3254
Tajikistan	male	2006	23.59211
Tanzania	male	2006	22.29067
Thailand	male	2006	22.85569
Timor-Leste	male	2006	20.5605
Togo	male	2006	21.74056
Tonga	male	2006	30.69518
Trinidad and Tobago	male	2006	26.14762
Tunisia	male	2006	24.90897
Turkey	male	2006	26.42238
Turkmenistan	male	2006	24.97361
Uganda	male	2006	22.23996
Ukraine	male	2006	25.17695
United Arab Emirates	male	2006	27.76261
United Kingdom	male	2006	27.20432
United States	male	2006	28.28959
Uruguay	male	2006	26.20624
Uzbekistan	male	2006	25.12717
Vanuatu	male	2006	26.51376
Venezuela	male	2006	27.17698
Vietnam	male	2006	20.68655
West Bank and Gaza	male	2006	26.54449
Yemen, Rep.	male	2006	24.3212
Zambia	male	2006	20.51422
Zimbabwe	male	2006	21.93371
Afghanistan	male	2007	20.60246
Albania	male	2007	26.32753
Algeria	male	2007	24.48846
Andorra	male	2007	27.53363
Angola	male	2007	22.08962
Antigua and Barbuda	male	2007	25.64247
Argentina	male	2007	27.38889
Armenia	male	2007	25.1759
Australia	male	2007	27.45878
Austria	male	2007	26.38136
Azerbaijan	male	2007	25.45513
Bahamas	male	2007	27.12653
Bahrain	male	2007	27.68865
Bangladesh	male	2007	20.35493
Barbados	male	2007	26.27575
Belarus	male	2007	26.0111
Belgium	male	2007	26.67529
Belize	male	2007	26.90962
Benin	male	2007	22.33366
Bermuda	male	2007	28.26753
Bhutan	male	2007	22.72221
Bolivia	male	2007	24.37227
Bosnia and Herzegovina	male	2007	26.49206
Botswana	male	2007	21.98606
Brazil	male	2007	25.63555
British Virgin Islands	male	2007	27.16578
Brunei	male	2007	24.13907
Bulgaria	male	2007	26.42397
Burkina Faso	male	2007	21.18575
Burundi	male	2007	21.45897
Cambodia	male	2007	20.72057
Cameroon	male	2007	23.57521
Canada	male	2007	27.40416
Cape Verde	male	2007	23.36939
Central African Rep.	male	2007	20.96435
Chad	male	2007	21.40464
Chile	male	2007	26.90237
China	male	2007	22.86161
Colombia	male	2007	24.82307
Comoros	male	2007	22.01198
Congo, Dem. Rep.	male	2007	19.8291
Congo, Rep.	male	2007	21.79519
Cook Islands	male	2007	32.4235
Costa Rica	male	2007	26.3565
Cote d'Ivoire	male	2007	22.48889
Croatia	male	2007	26.49896
Cuba	male	2007	24.93192
Cyprus	male	2007	27.32855
Czech Rep.	male	2007	27.81401
Denmark	male	2007	26.03329
Djibouti	male	2007	23.26892
Dominica	male	2007	24.50453
Dominican Rep.	male	2007	25.05235
Ecuador	male	2007	25.49568
Egypt	male	2007	26.64671
El Salvador	male	2007	26.24783
Equatorial Guinea	male	2007	23.60238
Eritrea	male	2007	20.86923
Estonia	male	2007	26.13144
Ethiopia	male	2007	20.16319
Fiji	male	2007	26.37474
Finland	male	2007	26.64191
France	male	2007	25.79057
French Polynesia	male	2007	30.67857
Gabon	male	2007	23.98256
Gambia	male	2007	21.54302
Georgia	male	2007	25.41457
Germany	male	2007	27.0905
Ghana	male	2007	22.73069
Greece	male	2007	26.25289
Greenland	male	2007	25.94868
Grenada	male	2007	25.08222
Guatemala	male	2007	25.20987
Guinea	male	2007	22.43725
Guinea-Bissau	male	2007	21.59109
Guyana	male	2007	23.64781
Haiti	male	2007	23.58323
Honduras	male	2007	25.01546
Hong Kong, China	male	2007	24.94447
Hungary	male	2007	27.00873
Iceland	male	2007	27.09734
India	male	2007	20.93488
Indonesia	male	2007	21.74807
Iran	male	2007	25.24163
Iraq	male	2007	26.64623
Ireland	male	2007	27.57676
Israel	male	2007	27.02232
Italy	male	2007	26.40849
Jamaica	male	2007	23.91519
Japan	male	2007	23.44693
Jordan	male	2007	27.37429
Kazakhstan	male	2007	26.11979
Kenya	male	2007	21.51645
Kiribati	male	2007	29.09752
Korea, Dem. Rep.	male	2007	22.01135
Korea, Rep.	male	2007	23.92079
Kuwait	male	2007	29.003
Kyrgyzstan	male	2007	24.666
Laos	male	2007	20.98242
Latvia	male	2007	26.32953
Lebanon	male	2007	27.09268
Lesotho	male	2007	21.76567
Liberia	male	2007	21.84234
Libya	male	2007	26.44751
Lithuania	male	2007	26.74333
Luxembourg	male	2007	27.3321
Macao, China	male	2007	25.54498
Macedonia, FYR	male	2007	26.25277
Madagascar	male	2007	21.3437
Malawi	male	2007	21.92539
Malaysia	male	2007	24.61322
Maldives	male	2007	23.07533
Mali	male	2007	21.69203
Malta	male	2007	27.60792
Marshall Islands	male	2007	29.21093
Mauritania	male	2007	22.53522
Mauritius	male	2007	25.03885
Mexico	male	2007	27.32899
Micronesia, Fed. Sts.	male	2007	27.99366
Moldova	male	2007	24.14999
Mongolia	male	2007	24.71713
Montenegro	male	2007	26.44582
Morocco	male	2007	25.52608
Mozambique	male	2007	21.8193
Myanmar	male	2007	21.32024
Namibia	male	2007	22.4987
Nauru	male	2007	33.69373
Nepal	male	2007	20.74963
Netherlands	male	2007	25.9188
Netherlands Antilles	male	2007	27.58046
New Zealand	male	2007	27.64444
Nicaragua	male	2007	25.68266
Niger	male	2007	21.14583
Nigeria	male	2007	22.91228
Norway	male	2007	26.83126
Oman	male	2007	26.1214
Pakistan	male	2007	22.24841
Palau	male	2007	30.16934
Panama	male	2007	26.12567
Papua New Guinea	male	2007	24.92197
Paraguay	male	2007	25.43538
Peru	male	2007	24.67405
Philippines	male	2007	22.8007
Poland	male	2007	26.57013
Portugal	male	2007	26.6081
Puerto Rico	male	2007	28.22804
Qatar	male	2007	27.98678
Romania	male	2007	25.28747
Russia	male	2007	25.8535
Rwanda	male	2007	22.4516
Saint Kitts and Nevis	male	2007	28.08559
Saint Lucia	male	2007	24.56844
Saint Vincent and the Grenadines	male	2007	25.3176
Samoa	male	2007	30.26044
Sao Tome and Principe	male	2007	23.37208
Saudi Arabia	male	2007	27.7644
Senegal	male	2007	21.84124
Serbia	male	2007	26.42002
Seychelles	male	2007	25.41426
Sierra Leone	male	2007	22.41321
Singapore	male	2007	23.83205
Slovak Republic	male	2007	26.82124
Slovenia	male	2007	27.35064
Solomon Islands	male	2007	27.03587
Somalia	male	2007	21.89742
South Africa	male	2007	26.51022
Spain	male	2007	27.39562
Sri Lanka	male	2007	21.88625
Sudan	male	2007	22.28084
Suriname	male	2007	25.36476
Swaziland	male	2007	23.05694
Sweden	male	2007	26.29358
Switzerland	male	2007	26.13979
Syria	male	2007	26.84018
Taiwan	male	2007	24.38886
Tajikistan	male	2007	23.6844
Tanzania	male	2007	22.38359
Thailand	male	2007	22.93186
Timor-Leste	male	2007	20.56553
Togo	male	2007	21.80899
Tonga	male	2007	30.84629
Trinidad and Tobago	male	2007	26.27426
Tunisia	male	2007	25.03337
Turkey	male	2007	26.56181
Turkmenistan	male	2007	25.11037
Uganda	male	2007	22.2968
Ukraine	male	2007	25.30307
United Arab Emirates	male	2007	27.90413
United Kingdom	male	2007	27.29918
United States	male	2007	28.37574
Uruguay	male	2007	26.29256
Uzbekistan	male	2007	25.22226
Vanuatu	male	2007	26.64903
Venezuela	male	2007	27.30849
Vietnam	male	2007	20.80189
West Bank and Gaza	male	2007	26.5546
Yemen, Rep.	male	2007	24.37949
Zambia	male	2007	20.5977
Zimbabwe	male	2007	21.97405
Afghanistan	male	2008	20.62058
Albania	male	2008	26.44657
Algeria	male	2008	24.5962
Andorra	male	2008	27.63048
Angola	male	2008	22.25083
Antigua and Barbuda	male	2008	25.76602
Argentina	male	2008	27.5017
Armenia	male	2008	25.35542
Australia	male	2008	27.56373
Austria	male	2008	26.46741
Azerbaijan	male	2008	25.65117
Bahamas	male	2008	27.24594
Bahrain	male	2008	27.83721
Bangladesh	male	2008	20.39742
Barbados	male	2008	26.38439
Belarus	male	2008	26.16443
Belgium	male	2008	26.75915
Belize	male	2008	27.02255
Benin	male	2008	22.41835
Bermuda	male	2008	28.41894
Bhutan	male	2008	22.8218
Bolivia	male	2008	24.43335
Bosnia and Herzegovina	male	2008	26.61163
Botswana	male	2008	22.12984
Brazil	male	2008	25.78623
British Virgin Islands	male	2008	27.31079
Brunei	male	2008	24.18179
Bulgaria	male	2008	26.54286
Burkina Faso	male	2008	21.27157
Burundi	male	2008	21.50291
Cambodia	male	2008	20.80496
Cameroon	male	2008	23.68173
Canada	male	2008	27.4521
Cape Verde	male	2008	23.51522
Central African Rep.	male	2008	20.99095
Chad	male	2008	21.48569
Chile	male	2008	27.01542
China	male	2008	22.92176
Colombia	male	2008	24.94041
Comoros	male	2008	22.06131
Congo, Dem. Rep.	male	2008	19.86692
Congo, Rep.	male	2008	21.87134
Cook Islands	male	2008	32.6744
Costa Rica	male	2008	26.47897
Cote d'Ivoire	male	2008	22.56469
Croatia	male	2008	26.59629
Cuba	male	2008	25.06867
Cyprus	male	2008	27.41899
Czech Rep.	male	2008	27.90524
Denmark	male	2008	26.13287
Djibouti	male	2008	23.38403
Dominica	male	2008	24.5727
Dominican Rep.	male	2008	25.19668
Ecuador	male	2008	25.58841
Egypt	male	2008	26.73243
El Salvador	male	2008	26.36751
Equatorial Guinea	male	2008	23.7664
Eritrea	male	2008	20.88509
Estonia	male	2008	26.26446
Ethiopia	male	2008	20.247
Fiji	male	2008	26.53078
Finland	male	2008	26.73339
France	male	2008	25.85329
French Polynesia	male	2008	30.86752
Gabon	male	2008	24.0762
Gambia	male	2008	21.65029
Georgia	male	2008	25.54942
Germany	male	2008	27.16509
Ghana	male	2008	22.84247
Greece	male	2008	26.33786
Greenland	male	2008	26.01359
Grenada	male	2008	25.17988
Guatemala	male	2008	25.29947
Guinea	male	2008	22.52449
Guinea-Bissau	male	2008	21.64338
Guyana	male	2008	23.68465
Haiti	male	2008	23.66302
Honduras	male	2008	25.10872
Hong Kong, China	male	2008	25.05747
Hungary	male	2008	27.11568
Iceland	male	2008	27.20687
India	male	2008	20.95956
Indonesia	male	2008	21.85576
Iran	male	2008	25.31003
Iraq	male	2008	26.71017
Ireland	male	2008	27.65325
Israel	male	2008	27.13151
Italy	male	2008	26.4802
Jamaica	male	2008	24.00421
Japan	male	2008	23.50004
Jordan	male	2008	27.47362
Kazakhstan	male	2008	26.29078
Kenya	male	2008	21.59258
Kiribati	male	2008	29.2384
Korea, Dem. Rep.	male	2008	22.01726
Korea, Rep.	male	2008	23.9895
Kuwait	male	2008	29.17211
Kyrgyzstan	male	2008	24.74743
Laos	male	2008	21.07931
Latvia	male	2008	26.45693
Lebanon	male	2008	27.20117
Lesotho	male	2008	21.90157
Liberia	male	2008	21.89537
Libya	male	2008	26.54164
Lithuania	male	2008	26.86102
Luxembourg	male	2008	27.43404
Macao, China	male	2008	25.71382
Macedonia, FYR	male	2008	26.34473
Madagascar	male	2008	21.40347
Malawi	male	2008	22.03468
Malaysia	male	2008	24.73069
Maldives	male	2008	23.21991
Mali	male	2008	21.78881
Malta	male	2008	27.68361
Marshall Islands	male	2008	29.37337
Mauritania	male	2008	22.62295
Mauritius	male	2008	25.15669
Mexico	male	2008	27.42468
Micronesia, Fed. Sts.	male	2008	28.10315
Moldova	male	2008	24.2369
Mongolia	male	2008	24.88385
Montenegro	male	2008	26.55412
Morocco	male	2008	25.63182
Mozambique	male	2008	21.93536
Myanmar	male	2008	21.44932
Namibia	male	2008	22.65008
Nauru	male	2008	33.89634
Nepal	male	2008	20.76344
Netherlands	male	2008	26.01541
Netherlands Antilles	male	2008	27.70558
New Zealand	male	2008	27.76893
Nicaragua	male	2008	25.77291
Niger	male	2008	21.21958
Nigeria	male	2008	23.03322
Norway	male	2008	26.93424
Oman	male	2008	26.24109
Pakistan	male	2008	22.29914
Palau	male	2008	30.37757
Panama	male	2008	26.26959
Papua New Guinea	male	2008	25.01506
Paraguay	male	2008	25.54223
Peru	male	2008	24.77041
Philippines	male	2008	22.87263
Poland	male	2008	26.6738
Portugal	male	2008	26.68445
Puerto Rico	male	2008	28.37804
Qatar	male	2008	28.13138
Romania	male	2008	25.41069
Russia	male	2008	26.01131
Rwanda	male	2008	22.55453
Saint Kitts and Nevis	male	2008	28.22986
Saint Lucia	male	2008	24.65176
Saint Vincent and the Grenadines	male	2008	25.44121
Samoa	male	2008	30.42475
Sao Tome and Principe	male	2008	23.51233
Saudi Arabia	male	2008	27.88432
Senegal	male	2008	21.92743
Serbia	male	2008	26.51495
Seychelles	male	2008	25.56236
Sierra Leone	male	2008	22.53139
Singapore	male	2008	23.83996
Slovak Republic	male	2008	26.92717
Slovenia	male	2008	27.43983
Solomon Islands	male	2008	27.15988
Somalia	male	2008	21.96917
South Africa	male	2008	26.85538
Spain	male	2008	27.49975
Sri Lanka	male	2008	21.96671
Sudan	male	2008	22.40484
Suriname	male	2008	25.49887
Swaziland	male	2008	23.16969
Sweden	male	2008	26.37629
Switzerland	male	2008	26.20195
Syria	male	2008	26.91969
Taiwan	male	2008	24.44939
Tajikistan	male	2008	23.77966
Tanzania	male	2008	22.47792
Thailand	male	2008	23.00803
Timor-Leste	male	2008	20.59082
Togo	male	2008	21.87875
Tonga	male	2008	30.99563
Trinidad and Tobago	male	2008	26.39669
Tunisia	male	2008	25.15699
Turkey	male	2008	26.70371
Turkmenistan	male	2008	25.24796
Uganda	male	2008	22.35833
Ukraine	male	2008	25.42379
United Arab Emirates	male	2008	28.05359
United Kingdom	male	2008	27.39249
United States	male	2008	28.45698
Uruguay	male	2008	26.39123
Uzbekistan	male	2008	25.32054
Vanuatu	male	2008	26.78926
Venezuela	male	2008	27.445
Vietnam	male	2008	20.9163
West Bank and Gaza	male	2008	26.5775
Yemen, Rep.	male	2008	24.44157
Zambia	male	2008	20.68321
Zimbabwe	male	2008	22.0266
Afghanistan	female	1980	20.44348
Albania	female	1980	25.17427
Algeria	female	1980	23.67764
Andorra	female	1980	25.67324
Angola	female	1980	20.06763
Antigua and Barbuda	female	1980	24.22235
Argentina	female	1980	23.844360000000002
Armenia	female	1980	25.77727
Australia	female	1980	23.63058
Austria	female	1980	23.9034
Azerbaijan	female	1980	26.19709
Bahamas	female	1980	25.7312
Bahrain	female	1980	25.1793
Bangladesh	female	1980	18.47166
Barbados	female	1980	26.59883
Belarus	female	1980	26.25679
Belgium	female	1980	24.97542
Belize	female	1980	25.74834
Benin	female	1980	20.91221
Bermuda	female	1980	27.41889
Bhutan	female	1980	20.15014
Bolivia	female	1980	23.55699
Bosnia and Herzegovina	female	1980	24.99974
Botswana	female	1980	23.3474
Brazil	female	1980	24.05006
British Virgin Islands	female	1980	24.75055
Brunei	female	1980	22.98298
Bulgaria	female	1980	25.5342
Burkina Faso	female	1980	19.38757
Burundi	female	1980	19.16549
Cambodia	female	1980	19.55238
Cameroon	female	1980	21.52202
Canada	female	1980	24.09921
Cape Verde	female	1980	20.76834
Central African Rep.	female	1980	19.86438
Chad	female	1980	19.17238
Chile	female	1980	23.98293
China	female	1980	21.91721
Colombia	female	1980	23.41736
Comoros	female	1980	20.83725
Congo, Dem. Rep.	female	1980	19.78312
Congo, Rep.	female	1980	19.84067
Cook Islands	female	1980	26.32511
Costa Rica	female	1980	23.37917
Cote d'Ivoire	female	1980	21.2528
Croatia	female	1980	25.17299
Cuba	female	1980	23.79721
Cyprus	female	1980	23.79843
Czech Rep.	female	1980	26.80407
Denmark	female	1980	23.38133
Djibouti	female	1980	21.95263
Dominica	female	1980	24.98288
Dominican Rep.	female	1980	22.64588
Ecuador	female	1980	24.71972
Egypt	female	1980	25.43077
El Salvador	female	1980	23.6643
Equatorial Guinea	female	1980	20.08512
Eritrea	female	1980	18.63684
Estonia	female	1980	25.99215
Ethiopia	female	1980	18.75781
Fiji	female	1980	23.54419
Finland	female	1980	24.98852
France	female	1980	24.14603
French Polynesia	female	1980	26.29414
Gabon	female	1980	21.903
Gambia	female	1980	20.03307
Georgia	female	1980	25.7688
Germany	female	1980	24.72684
Ghana	female	1980	20.88734
Greece	female	1980	24.08765
Greenland	female	1980	25.88384
Grenada	female	1980	24.04597
Guatemala	female	1980	22.89971
Guinea	female	1980	20.44329
Guinea-Bissau	female	1980	20.40513
Guyana	female	1980	23.65107
Haiti	female	1980	20.780639999999998
Honduras	female	1980	23.04351
Hong Kong, China	female	1980	21.66421
Hungary	female	1980	25.13507
Iceland	female	1980	24.09761
India	female	1980	20.48016
Indonesia	female	1980	20.08369
Iran	female	1980	23.38494
Iraq	female	1980	26.24688
Ireland	female	1980	24.64401
Israel	female	1980	24.37255
Italy	female	1980	25.20628
Jamaica	female	1980	24.70224
Japan	female	1980	21.30785
Jordan	female	1980	27.53618
Kazakhstan	female	1980	25.33247
Kenya	female	1980	20.76415
Kiribati	female	1980	25.92601
Korea, Dem. Rep.	female	1980	21.88833
Korea, Rep.	female	1980	21.32769
Kuwait	female	1980	28.07072
Kyrgyzstan	female	1980	25.19762
Laos	female	1980	19.6461
Latvia	female	1980	25.56026
Lebanon	female	1980	24.261
Lesotho	female	1980	25.16363
Liberia	female	1980	21.39746
Libya	female	1980	26.7653
Lithuania	female	1980	27.03491
Luxembourg	female	1980	24.24222
Macao, China	female	1980	23.74741
Macedonia, FYR	female	1980	25.35796
Madagascar	female	1980	20.32596
Malawi	female	1980	20.65521
Malaysia	female	1980	22.12225
Maldives	female	1980	21.71378
Mali	female	1980	19.08109
Malta	female	1980	25.87284
Marshall Islands	female	1980	25.41262
Mauritania	female	1980	22.46584
Mauritius	female	1980	23.1809
Mexico	female	1980	24.5558
Micronesia, Fed. Sts.	female	1980	25.79708
Moldova	female	1980	26.94728
Mongolia	female	1980	24.37897
Montenegro	female	1980	25.97845
Morocco	female	1980	23.63014
Mozambique	female	1980	20.57566
Myanmar	female	1980	19.68336
Namibia	female	1980	23.01509
Nauru	female	1980	28.27961
Nepal	female	1980	18.67922
Netherlands	female	1980	24.01055
Netherlands Antilles	female	1980	26.52971
New Zealand	female	1980	24.16873
Nicaragua	female	1980	24.39298
Niger	female	1980	19.9383
Nigeria	female	1980	21.96824
Norway	female	1980	23.69724
Oman	female	1980	24.9499
Pakistan	female	1980	21.77512
Palau	female	1980	26.2964
Panama	female	1980	23.93532
Papua New Guinea	female	1980	20.80705
Paraguay	female	1980	23.46275
Peru	female	1980	25.05788
Philippines	female	1980	21.18078
Poland	female	1980	25.88009
Portugal	female	1980	24.78419
Puerto Rico	female	1980	26.02124
Qatar	female	1980	27.18063
Romania	female	1980	25.38632
Russia	female	1980	26.75704
Rwanda	female	1980	20.49853
Saint Kitts and Nevis	female	1980	26.41216
Saint Lucia	female	1980	23.97153
Saint Vincent and the Grenadines	female	1980	23.95613
Samoa	female	1980	26.82822
Sao Tome and Principe	female	1980	21.39227
Saudi Arabia	female	1980	26.30048
Senegal	female	1980	21.24105
Serbia	female	1980	26.18821
Seychelles	female	1980	24.63553
Sierra Leone	female	1980	21.29032
Singapore	female	1980	23.50693
Slovak Republic	female	1980	26.14283
Slovenia	female	1980	26.33469
Solomon Islands	female	1980	23.76685
Somalia	female	1980	20.82326
South Africa	female	1980	26.96063
Spain	female	1980	25.15307
Sri Lanka	female	1980	20.91804
Sudan	female	1980	20.84045
Suriname	female	1980	24.66849
Swaziland	female	1980	25.9118
Sweden	female	1980	24.38976
Switzerland	female	1980	23.73855
Syria	female	1980	25.77988
Taiwan	female	1980	22.35068
Tajikistan	female	1980	24.24057
Tanzania	female	1980	20.91322
Thailand	female	1980	21.47796
Timor-Leste	female	1980	19.45851
Togo	female	1980	20.32919
Tonga	female	1980	27.17408
Trinidad and Tobago	female	1980	26.11683
Tunisia	female	1980	24.5732
Turkey	female	1980	26.06155
Turkmenistan	female	1980	24.11232
Uganda	female	1980	20.51336
Ukraine	female	1980	26.38022
United Arab Emirates	female	1980	27.19877
United Kingdom	female	1980	24.20878
United States	female	1980	25.02199
Uruguay	female	1980	23.25811
Uzbekistan	female	1980	24.13709
Vanuatu	female	1980	22.93362
Venezuela	female	1980	24.6754
Vietnam	female	1980	18.59363
West Bank and Gaza	female	1980	25.15956
Yemen, Rep.	female	1980	23.48817
Zambia	female	1980	21.3708
Zimbabwe	female	1980	25.45496
Afghanistan	female	1981	20.47765
Albania	female	1981	25.19088
Algeria	female	1981	23.80702
Andorra	female	1981	25.69018
Angola	female	1981	20.12766
Antigua and Barbuda	female	1981	24.34043
Argentina	female	1981	23.96239
Armenia	female	1981	25.82968
Australia	female	1981	23.75943
Austria	female	1981	23.94662
Azerbaijan	female	1981	26.2472
Bahamas	female	1981	25.86517
Bahrain	female	1981	25.29051
Bangladesh	female	1981	18.48812
Barbados	female	1981	26.71838
Belarus	female	1981	26.23585
Belgium	female	1981	24.96714
Belize	female	1981	25.90106
Benin	female	1981	21.0058
Bermuda	female	1981	27.56359
Bhutan	female	1981	20.22599
Bolivia	female	1981	23.65347
Bosnia and Herzegovina	female	1981	25.05113
Botswana	female	1981	23.4325
Brazil	female	1981	24.11916
British Virgin Islands	female	1981	24.86385
Brunei	female	1981	22.97744
Bulgaria	female	1981	25.56386
Burkina Faso	female	1981	19.44603
Burundi	female	1981	19.25894
Cambodia	female	1981	19.58032
Cameroon	female	1981	21.64721
Canada	female	1981	24.20033
Cape Verde	female	1981	20.92917
Central African Rep.	female	1981	19.94146
Chad	female	1981	19.19621
Chile	female	1981	24.14295
China	female	1981	21.90834
Colombia	female	1981	23.5646
Comoros	female	1981	20.87352
Congo, Dem. Rep.	female	1981	19.84035
Congo, Rep.	female	1981	19.98163
Cook Islands	female	1981	26.65851
Costa Rica	female	1981	23.49898
Cote d'Ivoire	female	1981	21.34631
Croatia	female	1981	25.17183
Cuba	female	1981	23.9242
Cyprus	female	1981	23.8853
Czech Rep.	female	1981	26.80145
Denmark	female	1981	23.43183
Djibouti	female	1981	22.02949
Dominica	female	1981	25.12133
Dominican Rep.	female	1981	22.79814
Ecuador	female	1981	24.8378
Egypt	female	1981	25.63318
El Salvador	female	1981	23.79664
Equatorial Guinea	female	1981	20.17828
Eritrea	female	1981	18.71241
Estonia	female	1981	25.9235
Ethiopia	female	1981	18.81757
Fiji	female	1981	23.77847
Finland	female	1981	24.99879
France	female	1981	24.17227
French Polynesia	female	1981	26.4994
Gabon	female	1981	22.02049
Gambia	female	1981	20.14893
Georgia	female	1981	25.81893
Germany	female	1981	24.77291
Ghana	female	1981	20.92107
Greece	female	1981	24.12624
Greenland	female	1981	25.93564
Grenada	female	1981	24.131710000000002
Guatemala	female	1981	23.06741
Guinea	female	1981	20.51619
Guinea-Bissau	female	1981	20.49294
Guyana	female	1981	23.74806
Haiti	female	1981	20.89256
Honduras	female	1981	23.18351
Hong Kong, China	female	1981	21.76611
Hungary	female	1981	25.17321
Iceland	female	1981	24.29881
India	female	1981	20.48859
Indonesia	female	1981	20.19454
Iran	female	1981	23.45734
Iraq	female	1981	26.36065
Ireland	female	1981	24.70269
Israel	female	1981	24.45183
Italy	female	1981	25.17796
Jamaica	female	1981	24.75886
Japan	female	1981	21.32747
Jordan	female	1981	27.66532
Kazakhstan	female	1981	25.36906
Kenya	female	1981	20.87109
Kiribati	female	1981	26.0233
Korea, Dem. Rep.	female	1981	21.91753
Korea, Rep.	female	1981	21.49062
Kuwait	female	1981	28.12616
Kyrgyzstan	female	1981	25.24018
Laos	female	1981	19.72169
Latvia	female	1981	25.54109
Lebanon	female	1981	24.35851
Lesotho	female	1981	25.23747
Liberia	female	1981	21.47416
Libya	female	1981	26.87822
Lithuania	female	1981	26.96342
Luxembourg	female	1981	24.27998
Macao, China	female	1981	23.80527
Macedonia, FYR	female	1981	25.35949
Madagascar	female	1981	20.33866
Malawi	female	1981	20.72001
Malaysia	female	1981	22.25413
Maldives	female	1981	21.89227
Mali	female	1981	19.17243
Malta	female	1981	25.93026
