"","country","continent","year","lifeExp","pop","gdpPercap","Diabetes_prevalance_2015"
"834","Korea, Rep.","Asia",1977,64.766,36436000,4657.22102,7.2
"835","Korea, Rep.","Asia",1982,67.123,39326000,5622.942464,7.2
"836","Korea, Rep.","Asia",1987,69.81,41622000,8533.088805,7.2
"837","Korea, Rep.","Asia",1992,72.244,43805450,12104.27872,7.2
"838","Korea, Rep.","Asia",1997,74.647,46173816,15993.52796,7.2
"839","Korea, Rep.","Asia",2002,77.045,47969150,19233.98818,7.2
"840","Korea, Rep.","Asia",2007,78.623,49044790,23348.13973,7.2
"841","Kuwait","Asia",1952,55.565,160000,108382.3529,20
"842","Kuwait","Asia",1957,58.033,212846,113523.1329,20
"843","Kuwait","Asia",1962,60.47,358266,95458.11176,20
"844","Kuwait","Asia",1967,64.624,575003,80894.88326,20
"845","Kuwait","Asia",1972,67.712,841934,109347.867,20
"846","Kuwait","Asia",1977,69.343,1140357,59265.47714,20
"847","Kuwait","Asia",1982,71.309,1497494,31354.03573,20
"848","Kuwait","Asia",1987,74.174,1891487,28118.42998,20
"849","Kuwait","Asia",1992,75.19,1418095,34932.91959,20
"850","Kuwait","Asia",1997,76.156,1765345,40300.61996,20
"851","Kuwait","Asia",2002,76.904,2111561,35110.10566,20
"852","Kuwait","Asia",2007,77.588,2505559,47306.98978,20
"853","Lebanon","Asia",1952,55.928,1439529,4834.804067,13
"854","Lebanon","Asia",1957,59.489,1647412,6089.786934,13
"855","Lebanon","Asia",1962,62.094,1886848,5714.560611,13
"856","Lebanon","Asia",1967,63.87,2186894,6006.983042,13
"857","Lebanon","Asia",1972,65.421,2680018,7486.384341,13
"858","Lebanon","Asia",1977,66.099,3115787,8659.696836,13
"859","Lebanon","Asia",1982,66.983,3086876,7640.519521,13
"860","Lebanon","Asia",1987,67.926,3089353,5377.091329,13
"861","Lebanon","Asia",1992,69.292,3219994,6890.806854,13
"862","Lebanon","Asia",1997,70.265,3430388,8754.96385,13
"863","Lebanon","Asia",2002,71.028,3677780,9313.93883,13
"864","Lebanon","Asia",2007,71.993,3921278,10461.05868,13
"865","Lesotho","Africa",1952,42.138,748747,298.8462121,3.9
"866","Lesotho","Africa",1957,45.047,813338,335.9971151,3.9
"867","Lesotho","Africa",1962,47.747,893143,411.8006266,3.9
"868","Lesotho","Africa",1967,48.492,996380,498.6390265,3.9
"869","Lesotho","Africa",1972,49.767,1116779,496.5815922,3.9
"870","Lesotho","Africa",1977,52.208,1251524,745.3695408,3.9
"871","Lesotho","Africa",1982,55.078,1411807,797.2631074,3.9
"872","Lesotho","Africa",1987,57.18,1599200,773.9932141,3.9
"873","Lesotho","Africa",1992,59.685,1803195,977.4862725,3.9
"874","Lesotho","Africa",1997,55.558,1982823,1186.147994,3.9
"875","Lesotho","Africa",2002,44.593,2046772,1275.184575,3.9
"876","Lesotho","Africa",2007,42.592,2012649,1569.331442,3.9
"877","Liberia","Africa",1952,38.48,863308,575.5729961,2.3
"878","Liberia","Africa",1957,39.486,975950,620.9699901,2.3
"879","Liberia","Africa",1962,40.502,1112796,634.1951625,2.3
"880","Liberia","Africa",1967,41.536,1279406,713.6036483,2.3
"881","Liberia","Africa",1972,42.614,1482628,803.0054535,2.3
"882","Liberia","Africa",1977,43.764,1703617,640.3224383,2.3
"883","Liberia","Africa",1982,44.852,1956875,572.1995694,2.3
"884","Liberia","Africa",1987,46.027,2269414,506.1138573,2.3
"885","Liberia","Africa",1992,40.802,1912974,636.6229191,2.3
"886","Liberia","Africa",1997,42.221,2200725,609.1739508,2.3
"887","Liberia","Africa",2002,43.753,2814651,531.4823679,2.3
"888","Liberia","Africa",2007,45.678,3193942,414.5073415,2.3
"889","Libya","Africa",1952,42.723,1019729,2387.54806,10.4
"890","Libya","Africa",1957,45.289,1201578,3448.284395,10.4
"891","Libya","Africa",1962,47.808,1441863,6757.030816,10.4
"892","Libya","Africa",1967,50.227,1759224,18772.75169,10.4
"893","Libya","Africa",1972,52.773,2183877,21011.49721,10.4
"894","Libya","Africa",1977,57.442,2721783,21951.21176,10.4
"895","Libya","Africa",1982,62.155,3344074,17364.27538,10.4
"896","Libya","Africa",1987,66.234,3799845,11770.5898,10.4
"897","Libya","Africa",1992,68.755,4364501,9640.138501,10.4
"898","Libya","Africa",1997,71.555,4759670,9467.446056,10.4
"899","Libya","Africa",2002,72.737,5368585,9534.677467,10.4
"900","Libya","Africa",2007,73.952,6036914,12057.49928,10.4
"901","Madagascar","Africa",1952,36.681,4762912,1443.011715,4
"902","Madagascar","Africa",1957,38.865,5181679,1589.20275,4
"903","Madagascar","Africa",1962,40.848,5703324,1643.38711,4
"904","Madagascar","Africa",1967,42.881,6334556,1634.047282,4
"905","Madagascar","Africa",1972,44.851,7082430,1748.562982,4
"906","Madagascar","Africa",1977,46.881,8007166,1544.228586,4
"907","Madagascar","Africa",1982,48.969,9171477,1302.878658,4
"908","Madagascar","Africa",1987,49.35,10568642,1155.441948,4
"909","Madagascar","Africa",1992,52.214,12210395,1040.67619,4
"910","Madagascar","Africa",1997,54.978,14165114,986.2958956,4
"911","Madagascar","Africa",2002,57.286,16473477,894.6370822,4
"912","Madagascar","Africa",2007,59.443,19167654,1044.770126,4
"913","Malawi","Africa",1952,36.256,2917802,369.1650802,3.6
"914","Malawi","Africa",1957,37.207,3221238,416.3698064,3.6
"915","Malawi","Africa",1962,38.41,3628608,427.9010856,3.6
"916","Malawi","Africa",1967,39.487,4147252,495.5147806,3.6
"917","Malawi","Africa",1972,41.766,4730997,584.6219709,3.6
"918","Malawi","Africa",1977,43.767,5637246,663.2236766,3.6
"919","Malawi","Africa",1982,45.642,6502825,632.8039209,3.6
"920","Malawi","Africa",1987,47.457,7824747,635.5173634,3.6
"921","Malawi","Africa",1992,49.42,10014249,563.2000145,3.6
"922","Malawi","Africa",1997,47.495,10419991,692.2758103,3.6
"923","Malawi","Africa",2002,45.009,11824495,665.4231186,3.6
"924","Malawi","Africa",2007,48.303,13327079,759.3499101,3.6
"925","Malaysia","Asia",1952,48.463,6748378,1831.132894,17.9
"926","Malaysia","Asia",1957,52.102,7739235,1810.066992,17.9
"927","Malaysia","Asia",1962,55.737,8906385,2036.884944,17.9
"928","Malaysia","Asia",1967,59.371,10154878,2277.742396,17.9
"929","Malaysia","Asia",1972,63.01,11441462,2849.09478,17.9
"930","Malaysia","Asia",1977,65.256,12845381,3827.921571,17.9
"931","Malaysia","Asia",1982,68,14441916,4920.355951,17.9
"932","Malaysia","Asia",1987,69.5,16331785,5249.802653,17.9
"933","Malaysia","Asia",1992,70.693,18319502,7277.912802,17.9
"934","Malaysia","Asia",1997,71.938,20476091,10132.90964,17.9
"935","Malaysia","Asia",2002,73.044,22662365,10206.97794,17.9
"936","Malaysia","Asia",2007,74.241,24821286,12451.6558,17.9
"937","Mali","Africa",1952,33.685,3838168,452.3369807,2.2
"938","Mali","Africa",1957,35.307,4241884,490.3821867,2.2
"939","Mali","Africa",1962,36.936,4690372,496.1743428,2.2
"940","Mali","Africa",1967,38.487,5212416,545.0098873,2.2
"941","Mali","Africa",1972,39.977,5828158,581.3688761,2.2
"942","Mali","Africa",1977,41.714,6491649,686.3952693,2.2
"943","Mali","Africa",1982,43.916,6998256,618.0140641,2.2
"944","Mali","Africa",1987,46.364,7634008,684.1715576,2.2
"945","Mali","Africa",1992,48.388,8416215,739.014375,2.2
"946","Mali","Africa",1997,49.903,9384984,790.2579846,2.2
"947","Mali","Africa",2002,51.818,10580176,951.4097518,2.2
"948","Mali","Africa",2007,54.467,12031795,1042.581557,2.2
"949","Mauritania","Africa",1952,40.543,1022556,743.1159097,2.3
"950","Mauritania","Africa",1957,42.338,1076852,846.1202613,2.3
"951","Mauritania","Africa",1962,44.248,1146757,1055.896036,2.3
"952","Mauritania","Africa",1967,46.289,1230542,1421.145193,2.3
"953","Mauritania","Africa",1972,48.437,1332786,1586.851781,2.3
"954","Mauritania","Africa",1977,50.852,1456688,1497.492223,2.3
"955","Mauritania","Africa",1982,53.599,1622136,1481.150189,2.3
"956","Mauritania","Africa",1987,56.145,1841240,1421.603576,2.3
"957","Mauritania","Africa",1992,58.333,2119465,1361.369784,2.3
"958","Mauritania","Africa",1997,60.43,2444741,1483.136136,2.3
"959","Mauritania","Africa",2002,62.247,2828858,1579.019543,2.3
"960","Mauritania","Africa",2007,64.164,3270065,1803.151496,2.3
"961","Mauritius","Africa",1952,50.986,516556,1967.955707,22.3
"962","Mauritius","Africa",1957,58.089,609816,2034.037981,22.3
"963","Mauritius","Africa",1962,60.246,701016,2529.067487,22.3
"964","Mauritius","Africa",1967,61.557,789309,2475.387562,22.3
"965","Mauritius","Africa",1972,62.944,851334,2575.484158,22.3
"966","Mauritius","Africa",1977,64.93,913025,3710.982963,22.3
"967","Mauritius","Africa",1982,66.711,992040,3688.037739,22.3
"968","Mauritius","Africa",1987,68.74,1042663,4783.586903,22.3
"969","Mauritius","Africa",1992,69.745,1096202,6058.253846,22.3
"970","Mauritius","Africa",1997,70.736,1149818,7425.705295,22.3
"971","Mauritius","Africa",2002,71.954,1200206,9021.815894,22.3
"972","Mauritius","Africa",2007,72.801,1250882,10956.99112,22.3
"973","Mexico","Americas",1952,50.789,30144317,3478.125529,15.8
"974","Mexico","Americas",1957,55.19,35015548,4131.546641,15.8
"975","Mexico","Americas",1962,58.299,41121485,4581.609385,15.8
"976","Mexico","Americas",1967,60.11,47995559,5754.733883,15.8
"977","Mexico","Americas",1972,62.361,55984294,6809.40669,15.8
"978","Mexico","Americas",1977,65.032,63759976,7674.929108,15.8
"979","Mexico","Americas",1982,67.405,71640904,9611.147541,15.8
"980","Mexico","Americas",1987,69.498,80122492,8688.156003,15.8
"981","Mexico","Americas",1992,71.455,88111030,9472.384295,15.8
"982","Mexico","Americas",1997,73.67,95895146,9767.29753,15.8
"983","Mexico","Americas",2002,74.902,102479927,10742.44053,15.8
"984","Mexico","Americas",2007,76.195,108700891,11977.57496,15.8
"985","Mongolia","Asia",1952,42.244,800663,786.5668575,5.4
"986","Mongolia","Asia",1957,45.248,882134,912.6626085,5.4
"987","Mongolia","Asia",1962,48.251,1010280,1056.353958,5.4
"988","Mongolia","Asia",1967,51.253,1149500,1226.04113,5.4
"989","Mongolia","Asia",1972,53.754,1320500,1421.741975,5.4
"990","Mongolia","Asia",1977,55.491,1528000,1647.511665,5.4
"991","Mongolia","Asia",1982,57.489,1756032,2000.603139,5.4
"992","Mongolia","Asia",1987,60.222,2015133,2338.008304,5.4
"993","Mongolia","Asia",1992,61.271,2312802,1785.402016,5.4
"994","Mongolia","Asia",1997,63.625,2494803,1902.2521,5.4
"995","Mongolia","Asia",2002,65.033,2674234,2140.739323,5.4
"996","Mongolia","Asia",2007,66.803,2874127,3095.772271,5.4
"997","Montenegro","Europe",1952,59.164,413834,2647.585601,10.5
"998","Montenegro","Europe",1957,61.448,442829,3682.259903,10.5
"999","Montenegro","Europe",1962,63.728,474528,4649.593785,10.5
"1000","Montenegro","Europe",1967,67.178,501035,5907.850937,10.5
"1001","Montenegro","Europe",1972,70.636,527678,7778.414017,10.5
"1002","Montenegro","Europe",1977,73.066,560073,9595.929905,10.5
"1003","Montenegro","Europe",1982,74.101,562548,11222.58762,10.5
"1004","Montenegro","Europe",1987,74.865,569473,11732.51017,10.5
"1005","Montenegro","Europe",1992,75.435,621621,7003.339037,10.5
"1006","Montenegro","Europe",1997,75.445,692651,6465.613349,10.5
"1007","Montenegro","Europe",2002,73.981,720230,6557.194282,10.5
"1008","Montenegro","Europe",2007,74.543,684736,9253.896111,10.5
"1009","Morocco","Africa",1952,42.873,9939217,1688.20357,8.1
"1010","Morocco","Africa",1957,45.423,11406350,1642.002314,8.1
"1011","Morocco","Africa",1962,47.924,13056604,1566.353493,8.1
"1012","Morocco","Africa",1967,50.335,14770296,1711.04477,8.1
"1013","Morocco","Africa",1972,52.862,16660670,1930.194975,8.1
"1014","Morocco","Africa",1977,55.73,18396941,2370.619976,8.1
"1015","Morocco","Africa",1982,59.65,20198730,2702.620356,8.1
"1016","Morocco","Africa",1987,62.677,22987397,2755.046991,8.1
"1017","Morocco","Africa",1992,65.393,25798239,2948.047252,8.1
"1018","Morocco","Africa",1997,67.66,28529501,2982.101858,8.1
"1019","Morocco","Africa",2002,69.615,31167783,3258.495584,8.1
"1020","Morocco","Africa",2007,71.164,33757175,3820.17523,8.1
"1021","Mozambique","Africa",1952,31.286,6446316,468.5260381,2.6
"1022","Mozambique","Africa",1957,33.779,7038035,495.5868333,2.6
"1023","Mozambique","Africa",1962,36.161,7788944,556.6863539,2.6
"1024","Mozambique","Africa",1967,38.113,8680909,566.6691539,2.6
"1025","Mozambique","Africa",1972,40.328,9809596,724.9178037,2.6
"1026","Mozambique","Africa",1977,42.495,11127868,502.3197334,2.6
"1027","Mozambique","Africa",1982,42.795,12587223,462.2114149,2.6
"1028","Mozambique","Africa",1987,42.861,12891952,389.8761846,2.6
"1029","Mozambique","Africa",1992,44.284,13160731,410.8968239,2.6
"1030","Mozambique","Africa",1997,46.344,16603334,472.3460771,2.6
"1031","Mozambique","Africa",2002,44.026,18473780,633.6179466,2.6
"1032","Mozambique","Africa",2007,42.082,19951656,823.6856205,2.6
"1033","Myanmar","Asia",1952,36.319,20092996,331,6.8
"1034","Myanmar","Asia",1957,41.905,21731844,350,6.8
"1035","Myanmar","Asia",1962,45.108,23634436,388,6.8
"1036","Myanmar","Asia",1967,49.379,25870271,349,6.8
"1037","Myanmar","Asia",1972,53.07,28466390,357,6.8
"1038","Myanmar","Asia",1977,56.059,31528087,371,6.8
"1039","Myanmar","Asia",1982,58.056,34680442,424,6.8
"1040","Myanmar","Asia",1987,58.339,38028578,385,6.8
"1041","Myanmar","Asia",1992,59.32,40546538,347,6.8
"1042","Myanmar","Asia",1997,60.328,43247867,415,6.8
"1043","Myanmar","Asia",2002,59.908,45598081,611,6.8
"1044","Myanmar","Asia",2007,62.069,47761980,944,6.8
"1045","Namibia","Africa",1952,41.725,485831,2423.780443,4.2
"1046","Namibia","Africa",1957,45.226,548080,2621.448058,4.2
"1047","Namibia","Africa",1962,48.386,621392,3173.215595,4.2
"1048","Namibia","Africa",1967,51.159,706640,3793.694753,4.2
"1049","Namibia","Africa",1972,53.867,821782,3746.080948,4.2
"1050","Namibia","Africa",1977,56.437,977026,3876.485958,4.2
"1051","Namibia","Africa",1982,58.968,1099010,4191.100511,4.2
"1052","Namibia","Africa",1987,60.835,1278184,3693.731337,4.2
"1053","Namibia","Africa",1992,61.999,1554253,3804.537999,4.2
"1054","Namibia","Africa",1997,58.909,1774766,3899.52426,4.2
"1055","Namibia","Africa",2002,51.479,1972153,4072.324751,4.2
"1056","Namibia","Africa",2007,52.906,2055080,4811.060429,4.2
"1057","Nepal","Asia",1952,36.157,9182536,545.8657229,3.7
"1058","Nepal","Asia",1957,37.686,9682338,597.9363558,3.7
"1059","Nepal","Asia",1962,39.393,10332057,652.3968593,3.7
"1060","Nepal","Asia",1967,41.472,11261690,676.4422254,3.7
"1061","Nepal","Asia",1972,43.971,12412593,674.7881296,3.7
"1062","Nepal","Asia",1977,46.748,13933198,694.1124398,3.7
"1063","Nepal","Asia",1982,49.594,15796314,718.3730947,3.7
"1064","Nepal","Asia",1987,52.537,17917180,775.6324501,3.7
"1065","Nepal","Asia",1992,55.727,20326209,897.7403604,3.7
"1066","Nepal","Asia",1997,59.426,23001113,1010.892138,3.7
"1067","Nepal","Asia",2002,61.34,25873917,1057.206311,3.7
"1068","Nepal","Asia",2007,63.785,28901790,1091.359778,3.7
"1069","Netherlands","Europe",1952,72.13,10381988,8941.571858,5.5
"1070","Netherlands","Europe",1957,72.99,11026383,11276.19344,5.5
"1071","Netherlands","Europe",1962,73.23,11805689,12790.84956,5.5
"1072","Netherlands","Europe",1967,73.82,12596822,15363.25136,5.5
"1073","Netherlands","Europe",1972,73.75,13329874,18794.74567,5.5
"1074","Netherlands","Europe",1977,75.24,13852989,21209.0592,5.5
"1075","Netherlands","Europe",1982,76.05,14310401,21399.46046,5.5
"1076","Netherlands","Europe",1987,76.83,14665278,23651.32361,5.5
"1077","Netherlands","Europe",1992,77.42,15174244,26790.94961,5.5
"1078","Netherlands","Europe",1997,78.03,15604464,30246.13063,5.5
"1079","Netherlands","Europe",2002,78.53,16122830,33724.75778,5.5
"1080","Netherlands","Europe",2007,79.762,16570613,36797.93332,5.5
"1081","Nicaragua","Americas",1952,42.314,1165790,3112.363948,9.2
"1082","Nicaragua","Americas",1957,45.432,1358828,3457.415947,9.2
"1083","Nicaragua","Americas",1962,48.632,1590597,3634.364406,9.2
"1084","Nicaragua","Americas",1967,51.884,1865490,4643.393534,9.2
"1085","Nicaragua","Americas",1972,55.151,2182908,4688.593267,9.2
"1086","Nicaragua","Americas",1977,57.47,2554598,5486.371089,9.2
"1087","Nicaragua","Americas",1982,59.298,2979423,3470.338156,9.2
"1088","Nicaragua","Americas",1987,62.008,3344353,2955.984375,9.2
"1089","Nicaragua","Americas",1992,65.843,4017939,2170.151724,9.2
"1090","Nicaragua","Americas",1997,68.426,4609572,2253.023004,9.2
"1091","Nicaragua","Americas",2002,70.836,5146848,2474.548819,9.2
"1092","Nicaragua","Americas",2007,72.899,5675356,2749.320965,9.2
"1093","Niger","Africa",1952,37.444,3379468,761.879376,2.2
"1094","Niger","Africa",1957,38.598,3692184,835.5234025,2.2
"1095","Niger","Africa",1962,39.487,4076008,997.7661127,2.2
"1096","Niger","Africa",1967,40.118,4534062,1054.384891,2.2
"1097","Niger","Africa",1972,40.546,5060262,954.2092363,2.2
"1098","Niger","Africa",1977,41.291,5682086,808.8970728,2.2
"1099","Niger","Africa",1982,42.598,6437188,909.7221354,2.2
"1100","Niger","Africa",1987,44.555,7332638,668.3000228,2.2
"1101","Niger","Africa",1992,47.391,8392818,581.182725,2.2
"1102","Niger","Africa",1997,51.313,9666252,580.3052092,2.2
"1103","Niger","Africa",2002,54.496,11140655,601.0745012,2.2
"1104","Niger","Africa",2007,56.867,12894865,619.6768924,2.2
"1105","Nigeria","Africa",1952,36.324,33119096,1077.281856,2.3
"1106","Nigeria","Africa",1957,37.802,37173340,1100.592563,2.3
"1107","Nigeria","Africa",1962,39.36,41871351,1150.927478,2.3
"1108","Nigeria","Africa",1967,41.04,47287752,1014.514104,2.3
"1109","Nigeria","Africa",1972,42.821,53740085,1698.388838,2.3
"1110","Nigeria","Africa",1977,44.514,62209173,1981.951806,2.3
"1111","Nigeria","Africa",1982,45.826,73039376,1576.97375,2.3
"1112","Nigeria","Africa",1987,46.886,81551520,1385.029563,2.3
"1113","Nigeria","Africa",1992,47.472,93364244,1619.848217,2.3
"1114","Nigeria","Africa",1997,47.464,106207839,1624.941275,2.3
"1115","Nigeria","Africa",2002,46.608,119901274,1615.286395,2.3
"1116","Nigeria","Africa",2007,46.859,135031164,2013.977305,2.3
"1117","Norway","Europe",1952,72.67,3327728,10095.42172,6
"1118","Norway","Europe",1957,73.44,3491938,11653.97304,6
"1119","Norway","Europe",1962,73.47,3638919,13450.40151,6
"1120","Norway","Europe",1967,74.08,3786019,16361.87647,6
"1121","Norway","Europe",1972,74.34,3933004,18965.05551,6
"1122","Norway","Europe",1977,75.37,4043205,23311.34939,6
"1123","Norway","Europe",1982,75.97,4114787,26298.63531,6
"1124","Norway","Europe",1987,75.89,4186147,31540.9748,6
"1125","Norway","Europe",1992,77.32,4286357,33965.66115,6
"1126","Norway","Europe",1997,78.32,4405672,41283.16433,6
"1127","Norway","Europe",2002,79.05,4535591,44683.97525,6
"1128","Norway","Europe",2007,80.196,4627926,49357.19017,6
"1129","Oman","Asia",1952,37.578,507833,1828.230307,14.8
"1130","Oman","Asia",1957,40.08,561977,2242.746551,14.8
"1131","Oman","Asia",1962,43.165,628164,2924.638113,14.8
"1132","Oman","Asia",1967,46.988,714775,4720.942687,14.8
"1133","Oman","Asia",1972,52.143,829050,10618.03855,14.8
"1134","Oman","Asia",1977,57.367,1004533,11848.34392,14.8
"1135","Oman","Asia",1982,62.728,1301048,12954.79101,14.8
"1136","Oman","Asia",1987,67.734,1593882,18115.22313,14.8
"1137","Oman","Asia",1992,71.197,1915208,18616.70691,14.8
"1138","Oman","Asia",1997,72.499,2283635,19702.05581,14.8
"1139","Oman","Asia",2002,74.193,2713462,19774.83687,14.8
"1140","Oman","Asia",2007,75.64,3204897,22316.19287,14.8
"1141","Pakistan","Asia",1952,43.436,41346560,684.5971438,8.1
"1142","Pakistan","Asia",1957,45.557,46679944,747.0835292,8.1
"1143","Pakistan","Asia",1962,47.67,53100671,803.3427418,8.1
"1144","Pakistan","Asia",1967,49.8,60641899,942.4082588,8.1
"1145","Pakistan","Asia",1972,51.929,69325921,1049.938981,8.1
"1146","Pakistan","Asia",1977,54.043,78152686,1175.921193,8.1
"1147","Pakistan","Asia",1982,56.158,91462088,1443.429832,8.1
"1148","Pakistan","Asia",1987,58.245,105186881,1704.686583,8.1
"1149","Pakistan","Asia",1992,60.838,120065004,1971.829464,8.1
"1150","Pakistan","Asia",1997,61.818,135564834,2049.350521,8.1
"1151","Pakistan","Asia",2002,63.61,153403524,2092.712441,8.1
"1152","Pakistan","Asia",2007,65.483,169270617,2605.94758,8.1
"1153","Panama","Americas",1952,55.191,940080,2480.380334,9.8
"1154","Panama","Americas",1957,59.201,1063506,2961.800905,9.8
"1155","Panama","Americas",1962,61.817,1215725,3536.540301,9.8
"1156","Panama","Americas",1967,64.071,1405486,4421.009084,9.8
"1157","Panama","Americas",1972,66.216,1616384,5364.249663,9.8
"1158","Panama","Americas",1977,68.681,1839782,5351.912144,9.8
"1159","Panama","Americas",1982,70.472,2036305,7009.601598,9.8
"1160","Panama","Americas",1987,71.523,2253639,7034.779161,9.8
"1161","Panama","Americas",1992,72.462,2484997,6618.74305,9.8
"1162","Panama","Americas",1997,73.738,2734531,7113.692252,9.8
"1163","Panama","Americas",2002,74.712,2990875,7356.031934,9.8
"1164","Panama","Americas",2007,75.537,3242173,9809.185636,9.8
"1165","Paraguay","Americas",1952,62.649,1555876,1952.308701,9.7
"1166","Paraguay","Americas",1957,63.196,1770902,2046.154706,9.7
"1167","Paraguay","Americas",1962,64.361,2009813,2148.027146,9.7
"1168","Paraguay","Americas",1967,64.951,2287985,2299.376311,9.7
"1169","Paraguay","Americas",1972,65.815,2614104,2523.337977,9.7
"1170","Paraguay","Americas",1977,66.353,2984494,3248.373311,9.7
"1171","Paraguay","Americas",1982,66.874,3366439,4258.503604,9.7
"1172","Paraguay","Americas",1987,67.378,3886512,3998.875695,9.7
"1173","Paraguay","Americas",1992,68.225,4483945,4196.411078,9.7
"1174","Paraguay","Americas",1997,69.4,5154123,4247.400261,9.7
"1175","Paraguay","Americas",2002,70.755,5884491,3783.674243,9.7
"1176","Paraguay","Americas",2007,71.752,6667147,4172.838464,9.7
"1177","Peru","Americas",1952,43.902,8025700,3758.523437,6.9
"1178","Peru","Americas",1957,46.263,9146100,4245.256698,6.9
"1179","Peru","Americas",1962,49.096,10516500,4957.037982,6.9
"1180","Peru","Americas",1967,51.445,12132200,5788.09333,6.9
"1181","Peru","Americas",1972,55.448,13954700,5937.827283,6.9
"1182","Peru","Americas",1977,58.447,15990099,6281.290855,6.9
"1183","Peru","Americas",1982,61.406,18125129,6434.501797,6.9
"1184","Peru","Americas",1987,64.134,20195924,6360.943444,6.9
"1185","Peru","Americas",1992,66.458,22430449,4446.380924,6.9
"1186","Peru","Americas",1997,68.386,24748122,5838.347657,6.9
"1187","Peru","Americas",2002,69.906,26769436,5909.020073,6.9
"1188","Peru","Americas",2007,71.421,28674757,7408.905561,6.9
"1189","Philippines","Asia",1952,47.752,22438691,1272.880995,6.9
"1190","Philippines","Asia",1957,51.334,26072194,1547.944844,6.9
"1191","Philippines","Asia",1962,54.757,30325264,1649.552153,6.9
"1192","Philippines","Asia",1967,56.393,35356600,1814.12743,6.9
"1193","Philippines","Asia",1972,58.065,40850141,1989.37407,6.9
"1194","Philippines","Asia",1977,60.06,46850962,2373.204287,6.9
"1195","Philippines","Asia",1982,62.082,53456774,2603.273765,6.9
"1196","Philippines","Asia",1987,64.151,60017788,2189.634995,6.9
"1197","Philippines","Asia",1992,66.458,67185766,2279.324017,6.9
"1198","Philippines","Asia",1997,68.564,75012988,2536.534925,6.9
"1199","Philippines","Asia",2002,70.303,82995088,2650.921068,6.9
"1200","Philippines","Asia",2007,71.688,91077287,3190.481016,6.9
"1201","Poland","Europe",1952,61.31,25730551,4029.329699,6.2
"1202","Poland","Europe",1957,65.77,28235346,4734.253019,6.2
"1203","Poland","Europe",1962,67.64,30329617,5338.752143,6.2
"1204","Poland","Europe",1967,69.61,31785378,6557.152776,6.2
"1205","Poland","Europe",1972,70.85,33039545,8006.506993,6.2
"1206","Poland","Europe",1977,70.67,34621254,9508.141454,6.2
"1207","Poland","Europe",1982,71.32,36227381,8451.531004,6.2
"1208","Poland","Europe",1987,70.98,37740710,9082.351172,6.2
"1209","Poland","Europe",1992,70.99,38370697,7738.881247,6.2
"1210","Poland","Europe",1997,72.75,38654957,10159.58368,6.2
"1211","Poland","Europe",2002,74.67,38625976,12002.23908,6.2
"1212","Poland","Europe",2007,75.563,38518241,15389.92468,6.2
"1213","Portugal","Europe",1952,59.82,8526050,3068.319867,9.9
"1214","Portugal","Europe",1957,61.51,8817650,3774.571743,9.9
"1215","Portugal","Europe",1962,64.39,9019800,4727.954889,9.9
"1216","Portugal","Europe",1967,66.6,9103000,6361.517993,9.9
"1217","Portugal","Europe",1972,69.26,8970450,9022.247417,9.9
"1218","Portugal","Europe",1977,70.41,9662600,10172.48572,9.9
"1219","Portugal","Europe",1982,72.77,9859650,11753.84291,9.9
"1220","Portugal","Europe",1987,74.06,9915289,13039.30876,9.9
"1221","Portugal","Europe",1992,74.86,9927680,16207.26663,9.9
"1222","Portugal","Europe",1997,75.97,10156415,17641.03156,9.9
"1223","Portugal","Europe",2002,77.29,10433867,19970.90787,9.9
"1224","Portugal","Europe",2007,78.098,10642836,20509.64777,9.9
"1225","Puerto Rico","Americas",1952,64.28,2227000,3081.959785,12.1
"1226","Puerto Rico","Americas",1957,68.54,2260000,3907.156189,12.1
"1227","Puerto Rico","Americas",1962,69.62,2448046,5108.34463,12.1
"1228","Puerto Rico","Americas",1967,71.1,2648961,6929.277714,12.1
"1229","Puerto Rico","Americas",1972,72.16,2847132,9123.041742,12.1
"1230","Puerto Rico","Americas",1977,73.44,3080828,9770.524921,12.1
"1231","Puerto Rico","Americas",1982,73.75,3279001,10330.98915,12.1
"1232","Puerto Rico","Americas",1987,74.63,3444468,12281.34191,12.1
"1233","Puerto Rico","Americas",1992,73.911,3585176,14641.58711,12.1
"1234","Puerto Rico","Americas",1997,74.917,3759430,16999.4333,12.1
"1235","Puerto Rico","Americas",2002,77.778,3859606,18855.60618,12.1
"1236","Puerto Rico","Americas",2007,78.746,3942491,19328.70901,12.1
"1237","Reunion","Africa",1952,52.724,257700,2718.885295,NA
"1238","Reunion","Africa",1957,55.09,308700,2769.451844,NA
"1239","Reunion","Africa",1962,57.666,358900,3173.72334,NA
"1240","Reunion","Africa",1967,60.542,414024,4021.175739,NA
"1241","Reunion","Africa",1972,64.274,461633,5047.658563,NA
"1242","Reunion","Africa",1977,67.064,492095,4319.804067,NA
"1243","Reunion","Africa",1982,69.885,517810,5267.219353,NA
"1244","Reunion","Africa",1987,71.913,562035,5303.377488,NA
"1245","Reunion","Africa",1992,73.615,622191,6101.255823,NA
"1246","Reunion","Africa",1997,74.772,684810,6071.941411,NA
"1247","Reunion","Africa",2002,75.744,743981,6316.1652,NA
"1248","Reunion","Africa",2007,76.442,798094,7670.122558,NA
"1249","Romania","Europe",1952,61.05,16630000,3144.613186,8.4
